y_true,y_score
1,0.02870376780629158
1,0.05713879317045212
1,0.06400104612112045
1,0.3297053873538971
1,0.06162639334797859
1,0.04171200841665268
0,0.27265241742134094
0,0.023648161441087723
1,0.3586832284927368
0,0.021085187792778015
1,0.6422588229179382
1,0.03298370912671089
1,0.39777833223342896
1,0.9388861656188965
1,0.8782771825790405
1,0.0986262783408165
0,0.8564031720161438
1,0.9260718822479248
1,0.5875766277313232
1,0.9716202616691589
1,0.7288692593574524
1,0.9732125997543335
0,0.8958683013916016
1,0.9371891021728516
1,0.6163985729217529
0,0.015256564132869244
1,0.9234156608581543
1,0.5743312835693359
1,0.9311954379081726
0,0.051657870411872864
0,0.040479350835084915
0,0.013816074468195438
1,0.021283498033881187
1,0.9513387084007263
0,0.06942052394151688
1,0.968183696269989
1,0.8791807293891907
0,0.07600224763154984
1,0.11666779220104218
1,0.9223929047584534
1,0.05227530002593994
1,0.10029348731040955
1,0.7852280139923096
1,0.8669201731681824
1,0.034928832203149796
1,0.9781805276870728
1,0.784603476524353
0,0.0891253873705864
1,0.8898730278015137
0,0.015038207173347473
1,0.8748784065246582
0,0.026839012280106544
0,0.5411454439163208
0,0.4674602448940277
1,0.056804049760103226
0,0.9711389541625977
1,0.8751055002212524
1,0.9398386478424072
0,0.058321062475442886
1,0.156382754445076
1,0.8027056455612183
0,0.053554948419332504
1,0.02929854393005371
1,0.9652641415596008
1,0.028208592906594276
1,0.9229132533073425
1,0.15015465021133423
1,0.05332954600453377
1,0.9703656435012817
1,0.9599772095680237
1,0.7902398109436035
1,0.9693132042884827
1,0.27583447098731995
1,0.7696501612663269
1,0.0485575832426548
1,0.7284917235374451
1,0.8507538437843323
1,0.8792829513549805
1,0.037953656166791916
0,0.017614858224987984
1,0.24594765901565552
0,0.07705367356538773
1,0.9431338906288147
1,0.8885748982429504
1,0.3923536539077759
1,0.9704930186271667
1,0.8347569704055786
1,0.8666372895240784
1,0.9624851942062378
1,0.08140884339809418
1,0.19568181037902832
1,0.6763049364089966
0,0.028665611520409584
1,0.9717395901679993
1,0.8803885579109192
1,0.09469648450613022
1,0.22958654165267944
1,0.9619515538215637
0,0.01287576649338007
1,0.7090126276016235
1,0.8362982869148254
1,0.9678450226783752
1,0.8692679405212402
1,0.6331802606582642
1,0.9554185271263123
1,0.9095060229301453
0,0.02074083313345909
1,0.1394778937101364
0,0.011512207798659801
1,0.2687873840332031
1,0.9807203412055969
1,0.6352270841598511
1,0.06881585717201233
0,0.9773160815238953
1,0.631808876991272
1,0.9240218997001648
1,0.8904944062232971
1,0.06801261007785797
0,0.04537419229745865
0,0.7927777171134949
1,0.977510392665863
1,0.06324288249015808
0,0.047631438821554184
0,0.04888538271188736
0,0.01655351184308529
0,0.02297520823776722
1,0.7687906622886658
1,0.6507090330123901
1,0.8471781611442566
1,0.9596108198165894
1,0.05006258562207222
0,0.16498900949954987
1,0.20439401268959045
1,0.7339861392974854
1,0.4152641296386719
0,0.10516605526208878
1,0.9848917722702026
1,0.7202050089836121
1,0.827397346496582
1,0.2263505756855011
1,0.6004213690757751
1,0.8577910661697388
1,0.978644609451294
1,0.9430424571037292
1,0.46433162689208984
0,0.6274431943893433
0,0.020855676382780075
0,0.04706507548689842
1,0.9234710931777954
0,0.3388780653476715
1,0.6584728360176086
1,0.04194069281220436
1,0.9127893447875977
1,0.9016690850257874
1,0.9788517951965332
1,0.8788281679153442
1,0.07335787266492844
1,0.898215115070343
1,0.9593341946601868
1,0.4053671061992645
1,0.08289088308811188
1,0.17405672371387482
1,0.018551096320152283
1,0.37794065475463867
0,0.1303262561559677
1,0.8623307943344116
1,0.6010636687278748
1,0.4780300557613373
1,0.46405917406082153
1,0.31361863017082214
1,0.3440310060977936
1,0.7549276351928711
0,0.7746748924255371
1,0.8377534747123718
1,0.8817722201347351
1,0.9813071489334106
1,0.8019716143608093
1,0.0771830677986145
0,0.041765253990888596
1,0.2968202829360962
0,0.3510099947452545
1,0.937680184841156
1,0.9811708927154541
1,0.6136862635612488
1,0.8630250096321106
1,0.22011218965053558
1,0.06936665624380112
0,0.013263111002743244
1,0.04154609888792038
0,0.08319462090730667
0,0.41340190172195435
0,0.036072228103876114
1,0.3481328785419464
1,0.9723135828971863
1,0.8737630844116211
1,0.9837665557861328
1,0.9773038029670715
1,0.22637999057769775
1,0.4797898232936859
1,0.11786963045597076
