y_true,y_score
0,0.004958777688443661
1,0.0018632857827469707
1,0.03472684696316719
0,0.35077235102653503
0,0.6713664531707764
0,0.7833260893821716
1,0.6770859360694885
0,0.010534815490245819
1,0.9992737174034119
1,0.264315664768219
1,0.9925934672355652
1,0.947849690914154
1,0.0033978933934122324
1,0.0050527420826256275
1,0.056092768907547
0,0.00991132203489542
1,0.9850186705589294
1,0.040174368768930435
1,0.8760464191436768
1,0.3379074037075043
1,0.9889286160469055
1,0.9952777624130249
1,0.013326959684491158
1,0.008758587762713432
1,0.9995582699775696
1,0.9993021488189697
1,0.006990066729485989
0,0.9990492463111877
1,0.12003440409898758
1,0.7834154367446899
1,0.8953473567962646
0,0.0015566598158329725
1,0.5736855864524841
1,0.005578543059527874
1,0.043119192123413086
0,0.4314458966255188
1,0.8394665718078613
1,0.8068194389343262
1,0.0020425848197191954
0,0.08921576291322708
1,0.0012392489006742835
1,0.9969781637191772
1,0.28663530945777893
1,0.9995278120040894
0,0.9914131164550781
0,0.010320357978343964
1,0.9601095914840698
1,0.06662152707576752
0,0.007131251506507397
0,0.47793129086494446
1,0.02973897010087967
1,0.9904999136924744
1,0.010595004074275494
1,0.5419783592224121
1,0.9794013500213623
1,0.2875061631202698
1,0.009098941460251808
1,0.0012869697529822588
1,0.5938377976417542
1,0.8412472605705261
1,0.0023076285142451525
1,0.03928781673312187
1,0.006456159055233002
1,0.055606722831726074
1,0.04267717897891998
0,0.20824746787548065
1,0.9542585015296936
1,0.07123634219169617
1,0.2692515552043915
1,0.006993870250880718
1,0.1024392694234848
0,0.642152726650238
1,0.025296762585639954
1,0.9996962547302246
0,0.02674059383571148
1,0.9595275521278381
1,0.0012980519095435739
1,0.012333947233855724
1,0.004635569639503956
1,0.004951078444719315
1,0.13792356848716736
0,0.11145937442779541
0,0.7411847114562988
1,0.02896873466670513
1,0.9991472959518433
0,0.020366013050079346
0,0.026052996516227722
1,0.003077100031077862
1,0.18004845082759857
1,0.9996914863586426
1,0.9995074272155762
0,0.3338039219379425
1,0.042322542518377304
1,0.8930952548980713
1,0.7060016989707947
0,0.0027373717166483402
1,0.9877256751060486
1,0.4803100526332855
1,0.26122745871543884
0,0.5274280309677124
